Departamento;Municipio;latitud;longitud;
ANTIOQUIA;MEDELLÍN;6,257590259;-75,61103107;
ANTIOQUIA;ABEJORRAL;5,803728154;-75,43847353;
ANTIOQUIA;ABRIAQUÍ;6,627569378;-76,08597756;
ANTIOQUIA;ALEJANDRÍA;6,365534125;-75,09059702;
ANTIOQUIA;AMAGÁ;6,032921994;-75,7080031;
ANTIOQUIA;AMALFI;6,977788843;-74,9812393;
ANTIOQUIA;ANDES;5,604993248;-75,94128391;
ANTIOQUIA;ANGELÓPOLIS;6,121430303;-75,71594966;
ANTIOQUIA;ANGOSTURA;6,861498764;-75,358316;
ANTIOQUIA;ANORÍ;7,193110778;-75,10848954;
ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;6,535711576;-75,90426658;
ANTIOQUIA;ANZÁ;6,293546613;-75,91736927;
ANTIOQUIA;APARTADÓ;7,86047815;-76,58236264;
ANTIOQUIA;ARBOLETES;8,611395262;-76,41478317;
ANTIOQUIA;ARGELIA;5,708114524;-75,09469795;
ANTIOQUIA;ARMENIA;6,163683758;-75,80995528;
ANTIOQUIA;BARBOSA;6,443417935;-75,32924085;
ANTIOQUIA;BELMIRA;6,665853953;-75,68621659;
ANTIOQUIA;BELLO;6,358841086;-75,58973588;
ANTIOQUIA;BETANIA;5,727081285;-75,98689107;
ANTIOQUIA;BETULIA;6,185783612;-75,95649246;
ANTIOQUIA;CIUDAD BOLÍVAR;5,840995666;-76,01065253;
ANTIOQUIA;BRICEÑO;7,111788462;-75,56223474;
ANTIOQUIA;BURITICÁ;6,80906489;-75,91206595;
ANTIOQUIA;CÁCERES;7,665155105;-75,22369744;
ANTIOQUIA;CAICEDO;6,423463639;-75,99351498;
ANTIOQUIA;CALDAS;6,054446841;-75,62642674;
ANTIOQUIA;CAMPAMENTO;7,036017478;-75,28766178;
ANTIOQUIA;CAÑASGORDAS;6,814950023;-76,02689632;
ANTIOQUIA;CARACOLÍ;6,33797388;-74,73354817;
ANTIOQUIA;CARAMANTA;5,555275296;-75,63082096;
ANTIOQUIA;CAREPA;7,757967437;-76,64374657;
ANTIOQUIA;EL CARMEN DE VIBORAL;5,978078841;-75,2635361;
ANTIOQUIA;CAROLINA;6,754821442;-75,30590654;
ANTIOQUIA;CAUCASIA;7,867941792;-75,03501824;
ANTIOQUIA;CHIGORODÓ;7,631665644;-76,63964213;
ANTIOQUIA;CISNEROS;6,550065431;-75,08254116;
ANTIOQUIA;COCORNÁ;6,005593074;-75,16015403;
ANTIOQUIA;CONCEPCIÓN;6,376106187;-75,21785901;
ANTIOQUIA;CONCORDIA;6,057468678;-75,90014678;
ANTIOQUIA;COPACABANA;6,351882893;-75,50075633;
ANTIOQUIA;DABEIBA;6,992243782;-76,31426328;
ANTIOQUIA;DONMATÍAS;6,492403905;-75,42227687;
ANTIOQUIA;EBÉJICO;6,326444922;-75,78331175;
ANTIOQUIA;EL BAGRE;7,704633351;-74,66427726;
ANTIOQUIA;ENTRERRÍOS;6,594656004;-75,55913083;
ANTIOQUIA;ENVIGADO;6,154394922;-75,54686779;
ANTIOQUIA;FREDONIA;5,887702934;-75,67926242;
ANTIOQUIA;FRONTINO;6,691364773;-76,33199656;
ANTIOQUIA;GIRALDO;6,663095863;-75,94804663;
ANTIOQUIA;GIRARDOTA;6,379745895;-75,44795744;
ANTIOQUIA;GÓMEZ PLATA;6,709562839;-75,19270291;
ANTIOQUIA;GRANADA;6,123380721;-75,12763646;
ANTIOQUIA;GUADALUPE;6,861576325;-75,22591303;
ANTIOQUIA;GUARNE;6,266625703;-75,43730801;
ANTIOQUIA;GUATAPÉ;6,236329826;-75,15651272;
ANTIOQUIA;HELICONIA;6,214511788;-75,74971002;
ANTIOQUIA;HISPANIA;5,797039002;-75,90669203;
ANTIOQUIA;ITAGÜÍ;6,179279438;-75,6142037;
ANTIOQUIA;ITUANGO;7,341549718;-75,67842277;
ANTIOQUIA;JARDÍN;5,574444339;-75,81842575;
ANTIOQUIA;JERICÓ;5,769820536;-75,76488256;
ANTIOQUIA;LA CEJA;5,992524843;-75,43086935;
ANTIOQUIA;LA ESTRELLA;6,137595883;-75,64895499;
ANTIOQUIA;LA PINTADA;5,746583958;-75,60220206;
ANTIOQUIA;LA UNIÓN;5,940434685;-75,35429023;
ANTIOQUIA;LIBORINA;6,723990935;-75,78300046;
ANTIOQUIA;MACEO;6,534573585;-74,71410854;
ANTIOQUIA;MARINILLA;6,18520515;-75,30487933;
ANTIOQUIA;MONTEBELLO;5,916853903;-75,51972693;
ANTIOQUIA;MURINDÓ;6,828773855;-76,70861349;
ANTIOQUIA;MUTATÁ;7,329557848;-76,4630657;
ANTIOQUIA;NARIÑO;5,581275312;-75,19457019;
ANTIOQUIA;NECOCLÍ;8,493728551;-76,67699588;
ANTIOQUIA;NECHÍ;7,983477394;-74,65844186;
ANTIOQUIA;OLAYA;6,611418083;-75,77567097;
ANTIOQUIA;PEÑOL;6,232396368;-75,22350906;
ANTIOQUIA;PEQUE;7,044180058;-75,88968843;
ANTIOQUIA;PUEBLORRICO;5,80970186;-75,86076667;
ANTIOQUIA;PUERTO BERRÍO;6,481922267;-74,5287421;
ANTIOQUIA;PUERTO NARE;6,126539139;-74,70317722;
ANTIOQUIA;PUERTO TRIUNFO;5,954830151;-74,6861918;
ANTIOQUIA;REMEDIOS;6,997267375;-74,55865652;
ANTIOQUIA;RETIRO;6,053444254;-75,51573805;
ANTIOQUIA;RIONEGRO;6,150785807;-75,41076052;
ANTIOQUIA;SABANALARGA;6,901000506;-75,79222754;
ANTIOQUIA;SABANETA;6,138305183;-75,60880599;
ANTIOQUIA;SALGAR;5,970502334;-75,98137251;
ANTIOQUIA;SAN ANDRÉS DE CUERQUÍA;6,918427233;-75,6657758;
ANTIOQUIA;SAN CARLOS;6,193789659;-74,90732769;
ANTIOQUIA;SAN FRANCISCO;5,840093731;-74,98176334;
ANTIOQUIA;SAN JERÓNIMO;6,438300409;-75,70310727;
ANTIOQUIA;SAN JOSÉ DE LA MONTAÑA;6,823258913;-75,67770826;
ANTIOQUIA;SAN JUAN DE URABÁ;8,707141583;-76,53248234;
ANTIOQUIA;SAN LUIS;6,024205956;-75,0076674;
ANTIOQUIA;SAN PEDRO DE LOS MILAGROS;6,458666308;-75,5624839;
ANTIOQUIA;SAN PEDRO DE URABÁ;8,37915695;-76,31664233;
ANTIOQUIA;SAN RAFAEL;6,31074453;-74,99858652;
ANTIOQUIA;SAN ROQUE;6,466165211;-74,9450732;
ANTIOQUIA;SAN VICENTE FERRER;6,310387522;-75,32740163;
ANTIOQUIA;SANTA BÁRBARA;5,878984956;-75,58330371;
ANTIOQUIA;SANTA ROSA DE OSOS;6,675827825;-75,43814333;
ANTIOQUIA;SANTO DOMINGO;6,481044132;-75,14260097;
ANTIOQUIA;EL SANTUARIO;6,124209495;-75,25212278;
ANTIOQUIA;SEGOVIA;7,26692339;-74,62163926;
ANTIOQUIA;SONSÓN;5,826388779;-74,83637623;
ANTIOQUIA;SOPETRÁN;6,520164552;-75,74580903;
ANTIOQUIA;TÁMESIS;5,673758571;-75,70979974;
ANTIOQUIA;TARAZÁ;7,488875998;-75,40189438;
ANTIOQUIA;TARSO;5,871064557;-75,82871144;
ANTIOQUIA;TITIRIBÍ;6,058349971;-75,79966005;
ANTIOQUIA;TOLEDO;7,016397069;-75,71363382;
ANTIOQUIA;TURBO;8,173851745;-76,5740377;
ANTIOQUIA;URAMITA;6,913916924;-76,13318514;
ANTIOQUIA;URRAO;6,33534134;-76,25906482;
ANTIOQUIA;VALDIVIA;7,265404213;-75,40094502;
ANTIOQUIA;VALPARAÍSO;5,651937802;-75,63083412;
ANTIOQUIA;VEGACHÍ;6,836535122;-74,7540302;
ANTIOQUIA;VENECIA;5,956576355;-75,77722423;
ANTIOQUIA;VIGÍA DEL FUERTE;6,453351334;-76,69504802;
ANTIOQUIA;YALÍ;6,716870679;-74,75565002;
ANTIOQUIA;YARUMAL;6,9881309;-75,45439957;
ANTIOQUIA;YOLOMBÓ;6,64442786;-75,02990266;
ANTIOQUIA;YONDÓ;6,925159318;-74,15824041;
ANTIOQUIA;ZARAGOZA;7,474004006;-74,85848326;
ATLÁNTICO;BARRANQUILLA;10,98152051;-74,82771544;
ATLÁNTICO;BARANOA;10,79329302;-74,92219491;
ATLÁNTICO;CAMPO DE LA CRUZ;10,38405079;-74,88466039;
ATLÁNTICO;CANDELARIA;10,48902047;-74,87756627;
ATLÁNTICO;GALAPA;10,89771991;-74,88708788;
ATLÁNTICO;JUAN DE ACOSTA;10,82306503;-75,07841904;
ATLÁNTICO;LURUACO;10,63503116;-75,15402741;
ATLÁNTICO;MALAMBO;10,84828864;-74,80617555;
ATLÁNTICO;MANATÍ;10,45414555;-74,98477367;
ATLÁNTICO;PALMAR DE VARELA;10,69481208;-74,7701509;
ATLÁNTICO;PIOJÓ;10,74078959;-75,14366034;
ATLÁNTICO;POLONUEVO;10,76740141;-74,85414844;
ATLÁNTICO;PONEDERA;10,59465102;-74,79847316;
ATLÁNTICO;PUERTO COLOMBIA;11,0044226;-74,9074058;
ATLÁNTICO;REPELÓN;10,50757051;-75,12188053;
ATLÁNTICO;SABANAGRANDE;10,79894015;-74,7687966;
ATLÁNTICO;SABANALARGA;10,62250777;-74,95510542;
ATLÁNTICO;SANTA LUCÍA;10,35364192;-74,96541179;
ATLÁNTICO;SANTO TOMÁS;10,75562656;-74,78726468;
ATLÁNTICO;SOLEDAD;10,9069066;-74,7784249;
ATLÁNTICO;SUAN;10,31085035;-74,90713308;
ATLÁNTICO;TUBARÁ;10,90721938;-74,98423293;
ATLÁNTICO;USIACURÍ;10,74052266;-74,98267413;
BOGOTÁ D.C.;BOGOTÁ D.C.;4,316107698;-74,1810727;
BOLÍVAR;CARTAGENA DE INDIAS;10,46343362;-75,45889915;
BOLÍVAR;ACHÍ;8,622943262;-74,47805945;
BOLÍVAR;ALTOS DEL ROSARIO;8,757468863;-74,19515811;
BOLÍVAR;ARENAL;8,362996158;-74,10301905;
BOLÍVAR;ARJONA;10,16422123;-75,37121788;
BOLÍVAR;ARROYOHONDO;10,24171805;-75,02690422;
BOLÍVAR;BARRANCO DE LOBA;8,837077654;-74,27966531;
BOLÍVAR;CALAMAR;10,15517098;-74,99995949;
BOLÍVAR;CANTAGALLO;7,239229146;-74,10014043;
BOLÍVAR;CICUCO;9,235268598;-74,68840962;
BOLÍVAR;CÓRDOBA;9,540047515;-74,89445635;
BOLÍVAR;CLEMENCIA;10,55663696;-75,31446653;
BOLÍVAR;EL CARMEN DE BOLÍVAR;9,699819876;-75,15793573;
BOLÍVAR;EL GUAMO;10,03483672;-74,92811072;
BOLÍVAR;EL PEÑÓN;8,864818786;-73,91230147;
BOLÍVAR;HATILLO DE LOBA;8,981717133;-74,09071902;
BOLÍVAR;MAGANGUÉ;9,053135895;-74,70539318;
BOLÍVAR;MAHATES;10,17821391;-75,17978161;
BOLÍVAR;MARGARITA;9,054601889;-74,22584706;
BOLÍVAR;MARÍA LA BAJA;9,976017168;-75,34380265;
BOLÍVAR;MONTECRISTO;8,01710024;-74,46342911;
BOLÍVAR;SANTA CRUZ DE MOMPOX;9,142512064;-74,54519906;
BOLÍVAR;MORALES;8,253700061;-73,9713459;
BOLÍVAR;NOROSÍ;8,50613476;-74,11588912;
BOLÍVAR;PINILLOS;8,886315511;-74,40888476;
BOLÍVAR;REGIDOR;8,672628558;-73,91450679;
BOLÍVAR;RÍO VIEJO;8,559982465;-73,90298668;
BOLÍVAR;SAN CRISTÓBAL;10,36972087;-75,07333835;
BOLÍVAR;SAN ESTANISLAO;10,36468192;-75,20523487;
BOLÍVAR;SAN FERNANDO;9,081483143;-74,37186647;
BOLÍVAR;SAN JACINTO;9,835362011;-75,10609201;
BOLÍVAR;SAN JACINTO DEL CAUCA;8,212463202;-74,75082;
BOLÍVAR;SAN JUAN NEPOMUCENO;9,967957823;-75,06571959;
BOLÍVAR;SAN MARTÍN DE LOBA;8,816088444;-74,00599967;
BOLÍVAR;SAN PABLO;7,507922612;-74,10356977;
BOLÍVAR;SANTA CATALINA;10,64981278;-75,26548463;
BOLÍVAR;SANTA ROSA;10,46920726;-75,36116053;
BOLÍVAR;SANTA ROSA DEL SUR;7,772519173;-74,26272843;
BOLÍVAR;SIMITÍ;7,851315534;-73,98371609;
BOLÍVAR;SOPLAVIENTO;10,33209031;-75,11699226;
BOLÍVAR;TALAIGUA NUEVO;9,269516705;-74,58695233;
BOLÍVAR;TIQUISIO;8,492345176;-74,29676139;
BOLÍVAR;TURBACO;10,35310756;-75,37971541;
BOLÍVAR;TURBANA;10,25276929;-75,43270299;
BOLÍVAR;VILLANUEVA;10,4449132;-75,26736275;
BOLÍVAR;ZAMBRANO;9,745147021;-74,88067037;
BOYACÁ;TUNJA;5,518472615;-73,37801856;
BOYACÁ;ALMEIDA;4,954825081;-73,38813425;
BOYACÁ;AQUITANIA;5,437416373;-72,87149471;
BOYACÁ;ARCABUCO;5,73526424;-73,42793109;
BOYACÁ;BELÉN;6,005059265;-72,89369887;
BOYACÁ;BERBEO;5,230936356;-73,12731944;
BOYACÁ;BETÉITIVA;5,920858933;-72,84857876;
BOYACÁ;BOAVITA;6,337515626;-72,62021239;
BOYACÁ;BOYACÁ;5,439856216;-73,38136994;
BOYACÁ;BRICEÑO;5,673229265;-73,92660705;
BOYACÁ;BUENAVISTA;5,489399419;-73,95066255;
BOYACÁ;BUSBANZÁ;5,843483731;-72,87574623;
BOYACÁ;CALDAS;5,575990669;-73,88057508;
BOYACÁ;CAMPOHERMOSO;5,006862536;-73,1446703;
BOYACÁ;CERINZA;5,962013698;-72,96447288;
BOYACÁ;CHINAVITA;5,202971639;-73,34048074;
BOYACÁ;CHIQUINQUIRÁ;5,622488024;-73,80424531;
BOYACÁ;CHISCAS;6,68911806;-72,41795675;
BOYACÁ;CHITA;6,091468485;-72,43903174;
BOYACÁ;CHITARAQUE;5,984394625;-73,42582375;
BOYACÁ;CHIVATÁ;5,556830465;-73,26061715;
BOYACÁ;CIÉNEGA;5,393059633;-73,28205772;
BOYACÁ;CÓMBITA;5,667822366;-73,32137049;
BOYACÁ;COPER;5,452461072;-74,05996578;
BOYACÁ;CORRALES;5,82454582;-72,84544845;
BOYACÁ;COVARACHÍA;6,519521476;-72,74020421;
BOYACÁ;CUBARÁ;6,886954878;-72,18156285;
BOYACÁ;CUCAITA;5,527104109;-73,44598646;
BOYACÁ;CUÍTIVA;5,58775449;-72,93953686;
BOYACÁ;CHÍQUIZA;5,643075648;-73,44562391;
BOYACÁ;CHIVOR;4,871181606;-73,36142379;
BOYACÁ;DUITAMA;5,890602515;-73,06709484;
BOYACÁ;EL COCUY;6,353363177;-72,41923752;
BOYACÁ;EL ESPINO;6,508240556;-72,48049625;
BOYACÁ;FIRAVITOBA;5,67367659;-73,01983352;
BOYACÁ;FLORESTA;5,85899211;-72,92499827;
BOYACÁ;GACHANTIVÁ;5,744105975;-73,5426552;
BOYACÁ;GÁMEZA;5,799050256;-72,72964765;
BOYACÁ;GARAGOA;5,089466651;-73,31430272;
BOYACÁ;GUACAMAYAS;6,445438546;-72,51635332;
BOYACÁ;GUATEQUE;5,01450831;-73,48812352;
BOYACÁ;GUAYATÁ;4,931424341;-73,49663372;
BOYACÁ;GÜICÁN DE LA SIERRA;6,566991765;-72,25599334;
BOYACÁ;IZA;5,617366016;-72,96986504;
BOYACÁ;JENESANO;5,38916272;-73,40087021;
BOYACÁ;JERICÓ;6,155633662;-72,58523093;
BOYACÁ;LABRANZAGRANDE;5,541378132;-72,5903846;
BOYACÁ;LA CAPILLA;5,113167102;-73,45923708;
BOYACÁ;LA VICTORIA;5,507008121;-74,24162727;
BOYACÁ;LA UVITA;6,265126191;-72,55551085;
BOYACÁ;VILLA DE LEYVA;5,665762424;-73,514948;
BOYACÁ;MACANAL;4,980176495;-73,29413695;
BOYACÁ;MARIPÍ;5,569810633;-74,02003127;
BOYACÁ;MIRAFLORES;5,150953297;-73,17896722;
BOYACÁ;MONGUA;5,710937981;-72,63402875;
BOYACÁ;MONGUÍ;5,697352228;-72,83298664;
BOYACÁ;MONIQUIRÁ;5,863370485;-73,55852538;
BOYACÁ;MOTAVITA;5,606192449;-73,37734267;
BOYACÁ;MUZO;5,539429272;-74,11177139;
BOYACÁ;NOBSA;5,778759851;-72,93268324;
BOYACÁ;NUEVO COLÓN;5,354701485;-73,44873424;
BOYACÁ;OICATÁ;5,610787844;-73,27991905;
BOYACÁ;OTANCHE;5,753787787;-74,19719423;
BOYACÁ;PACHAVITA;5,148323877;-73,39951219;
BOYACÁ;PÁEZ;5,095211035;-73,00435863;
BOYACÁ;PAIPA;5,762027786;-73,13777442;
BOYACÁ;PAJARITO;5,382328949;-72,69672674;
BOYACÁ;PANQUEBA;6,443299758;-72,46182431;
BOYACÁ;PAUNA;5,688801559;-74,00504122;
BOYACÁ;PAYA;5,621242742;-72,3692906;
BOYACÁ;PAZ DE RÍO;6,030008561;-72,75988018;
BOYACÁ;PESCA;5,498483324;-73,07837993;
BOYACÁ;PISBA;5,768131812;-72,43993232;
BOYACÁ;PUERTO BOYACÁ;5,953466654;-74,4528581;
BOYACÁ;QUÍPAMA;5,595729831;-74,26857067;
BOYACÁ;RAMIRIQUÍ;5,319934092;-73,310779;
BOYACÁ;RÁQUIRA;5,496268621;-73,62894438;
BOYACÁ;RONDÓN;5,379947879;-73,19650995;
BOYACÁ;SABOYÁ;5,699926051;-73,74799466;
BOYACÁ;SÁCHICA;5,573464882;-73,543102;
BOYACÁ;SAMACÁ;5,47053997;-73,5211756;
BOYACÁ;SAN EDUARDO;5,234614686;-73,04914067;
BOYACÁ;SAN JOSÉ DE PARE;5,994154088;-73,54386522;
BOYACÁ;SAN LUIS DE GACENO;4,798203543;-73,13397018;
BOYACÁ;SAN MATEO;6,395388812;-72,55184862;
BOYACÁ;SAN MIGUEL DE SEMA;5,532326922;-73,74715898;
BOYACÁ;SAN PABLO DE BORBUR;5,677345066;-74,11403749;
BOYACÁ;SANTANA;6,057614971;-73,48974828;
BOYACÁ;SANTA MARÍA;4,823002556;-73,25377506;
BOYACÁ;SANTA ROSA DE VITERBO;5,892950301;-72,9917278;
BOYACÁ;SANTA SOFÍA;5,731602716;-73,60366287;
BOYACÁ;SATIVANORTE;6,13211793;-72,73032415;
BOYACÁ;SATIVASUR;6,083405978;-72,72410815;
BOYACÁ;SIACHOQUE;5,498747701;-73,21681778;
BOYACÁ;SOATÁ;6,323088045;-72,69604089;
BOYACÁ;SOCOTÁ;5,906513772;-72,53646361;
BOYACÁ;SOCHA;5,960498836;-72,68239784;
BOYACÁ;SOGAMOSO;5,646672053;-72,8709565;
BOYACÁ;SOMONDOCO;4,970974064;-73,42878785;
BOYACÁ;SORA;5,580573191;-73,44371838;
BOYACÁ;SOTAQUIRÁ;5,763010553;-73,24352232;
BOYACÁ;SORACÁ;5,494890461;-73,31899997;
BOYACÁ;SUSACÓN;6,215200578;-72,71575634;
BOYACÁ;SUTAMARCHÁN;5,640030759;-73,62598773;
BOYACÁ;SUTATENZA;5,030711335;-73,41224401;
BOYACÁ;TASCO;5,882294313;-72,72626817;
BOYACÁ;TENZA;5,071413139;-73,42479699;
BOYACÁ;TIBANÁ;5,301116649;-73,3932521;
BOYACÁ;TIBASOSA;5,747329389;-73,01114724;
BOYACÁ;TINJACÁ;5,577566497;-73,67614572;
BOYACÁ;TIPACOQUE;6,42035349;-72,69463583;
BOYACÁ;TOCA;5,580254287;-73,1606969;
BOYACÁ;TOGÜÍ;5,921830062;-73,48921806;
BOYACÁ;TÓPAGA;5,765350303;-72,83672958;
BOYACÁ;TOTA;5,501297215;-72,99633297;
BOYACÁ;TUNUNGUÁ;5,720301516;-73,94330927;
BOYACÁ;TURMEQUÉ;5,305697418;-73,50908714;
BOYACÁ;TUTA;5,678126998;-73,17343053;
BOYACÁ;TUTAZÁ;6,078051903;-72,85707832;
BOYACÁ;ÚMBITA;5,217241368;-73,46338477;
BOYACÁ;VENTAQUEMADA;5,383385481;-73,52097942;
BOYACÁ;VIRACACHÁ;5,440558216;-73,26627456;
BOYACÁ;ZETAQUIRA;5,285635983;-73,16763091;
CALDAS;MANIZALES;5,08343301;-75,50727881;
CALDAS;AGUADAS;5,616204006;-75,4554471;
CALDAS;ANSERMA;5,20029922;-75,75289078;
CALDAS;ARANZAZU;5,265539969;-75,47392619;
CALDAS;BELALCÁZAR;4,99467728;-75,81225989;
CALDAS;CHINCHINÁ;4,974340569;-75,65954686;
CALDAS;FILADELFIA;5,285743777;-75,58978784;
CALDAS;LA DORADA;5,410515691;-74,72114262;
CALDAS;LA MERCED;5,393185716;-75,55791071;
CALDAS;MANZANARES;5,23295391;-75,15263447;
CALDAS;MARMATO;5,492632029;-75,60209955;
CALDAS;MARQUETALIA;5,309142491;-75,04117892;
CALDAS;MARULANDA;5,235585244;-75,28316648;
CALDAS;NEIRA;5,183358589;-75,50692977;
CALDAS;NORCASIA;5,638062349;-74,85492707;
CALDAS;PÁCORA;5,500035035;-75,48245057;
CALDAS;PALESTINA;5,050342543;-75,66176266;
CALDAS;PENSILVANIA;5,407187836;-75,16683996;
CALDAS;RIOSUCIO;5,442275418;-75,75220499;
CALDAS;RISARALDA;5,097563816;-75,73335166;
CALDAS;SALAMINA;5,370332425;-75,40962177;
CALDAS;SAMANÁ;5,519692873;-74,99718577;
CALDAS;SAN JOSÉ;5,083424513;-75,8101789;
CALDAS;SUPÍA;5,45295802;-75,64035705;
CALDAS;VICTORIA;5,447542859;-74,83622502;
CALDAS;VILLAMARÍA;4,940211591;-75,43544014;
CALDAS;VITERBO;5,047822054;-75,879297;
CAQUETÁ;FLORENCIA;1,749138704;-75,55823906;
CAQUETÁ;ALBANIA;1,22786549;-75,88232651;
CAQUETÁ;BELÉN DE LOS ANDAQUÍES;1,536174657;-75,90947504;
CAQUETÁ;CARTAGENA DEL CHAIRÁ;0,647693081;-74,27235499;
CAQUETÁ;CURILLO;1,115379292;-75,97328452;
CAQUETÁ;EL DONCELLO;1,713734697;-75,26878109;
CAQUETÁ;EL PAUJÍL;1,476630016;-75,20231825;
CAQUETÁ;LA MONTAÑITA;1,302860442;-75,23572732;
CAQUETÁ;MILÁN;1,146692554;-75,38664764;
CAQUETÁ;MORELIA;1,38299611;-75,67381123;
CAQUETÁ;PUERTO RICO;2,018940891;-75,07308627;
CAQUETÁ;SAN JOSÉ DEL FRAGUA;1,304702314;-76,11000594;
CAQUETÁ;SAN VICENTE DEL CAGUÁN;1,308465061;-74,19746971;
CAQUETÁ;SOLANO;0,096131862;-72,32036402;
CAQUETÁ;SOLITA;0,943939454;-75,64668544;
CAQUETÁ;VALPARAÍSO;1,07534915;-75,73779004;
CAUCA;POPAYÁN;2,471704362;-76,59194419;
CAUCA;ALMAGUER;1,912440521;-76,83494519;
CAUCA;ARGELIA;2,329337283;-77,26314906;
CAUCA;BALBOA;2,084732945;-77,2088133;
CAUCA;BOLÍVAR;1,853951938;-76,96337454;
CAUCA;BUENOS AIRES;2,988923885;-76,62158951;
CAUCA;CAJIBÍO;2,643209848;-76,70138914;
CAUCA;CALDONO;2,803845691;-76,42719377;
CAUCA;CALOTO;3,062875557;-76,32127977;
CAUCA;CORINTO;3,136753606;-76,20964569;
CAUCA;EL TAMBO;2,534488312;-77,00511207;
CAUCA;FLORENCIA;1,69453474;-77,08735723;
CAUCA;GUACHENÉ;3,144389993;-76,39234811;
CAUCA;GUAPI;2,41326696;-77,69047531;
CAUCA;INZÁ;2,499058783;-76,13762531;
CAUCA;JAMBALÓ;2,84981013;-76,31124919;
CAUCA;LA SIERRA;2,187473572;-76,78228032;
CAUCA;LA VEGA;2,053933426;-76,7588062;
CAUCA;LÓPEZ DE MICAY;2,95819877;-77,24212158;
CAUCA;MERCADERES;1,793825164;-77,18060381;
