Departamento;Municipio;latitud;longitud;
NARIÑO;FRANCISCO PIZARRO;2,088531925;-78,59193099;
NARIÑO;POLICARPA;1,735354202;-77,48134359;
NARIÑO;POTOSÍ;0,785841088;-77,52870407;
NARIÑO;PROVIDENCIA;1,232864821;-77,59844212;
NARIÑO;PUERRES;0,854351651;-77,35032523;
NARIÑO;PUPIALES;0,916769831;-77,63336954;
NARIÑO;RICAURTE;1,147671848;-78,05811118;
NARIÑO;ROBERTO PAYÁN;1,897581156;-78,3811163;
NARIÑO;SAMANIEGO;1,430555262;-77,69179559;
NARIÑO;SANDONÁ;1,288105409;-77,45670068;
NARIÑO;SAN BERNARDO;1,529782485;-77,02070663;
NARIÑO;SAN LORENZO;1,542139582;-77,21872693;
NARIÑO;SAN PABLO;1,681576627;-76,97527979;
NARIÑO;SAN PEDRO DE CARTAGO;1,536823494;-77,10140325;
NARIÑO;SANTA BÁRBARA;2,494420411;-77,98256461;
NARIÑO;SANTACRUZ;1,285179376;-77,7445744;
NARIÑO;SAPUYES;1,045287475;-77,71810954;
NARIÑO;TAMINANGO;1,591661392;-77,32525316;
NARIÑO;TANGUA;1,064078111;-77,35063491;
NARIÑO;SAN ANDRÉS DE TUMACO;1,574550638;-78,61540963;
NARIÑO;TÚQUERRES;1,134440523;-77,63073238;
NARIÑO;YACUANQUER;1,125547916;-77,42467569;
NORTE DE SANTANDER;SAN JOSÉ DE CÚCUTA;8,112041811;-72,48862641;
NORTE DE SANTANDER;ÁBREGO;8,019834481;-73,15850485;
NORTE DE SANTANDER;ARBOLEDAS;7,586048164;-72,91705315;
NORTE DE SANTANDER;BOCHALEMA;7,608509339;-72,65951909;
NORTE DE SANTANDER;BUCARASICA;8,079802239;-72,92919926;
NORTE DE SANTANDER;CÁCOTA;7,270560088;-72,65212153;
NORTE DE SANTANDER;CÁCHIRA;7,684188896;-73,12939481;
NORTE DE SANTANDER;CHINÁCOTA;7,583353136;-72,58390978;
NORTE DE SANTANDER;CHITAGÁ;7,05161677;-72,52544746;
NORTE DE SANTANDER;CONVENCIÓN;8,873159895;-73,20007769;
NORTE DE SANTANDER;CUCUTILLA;7,502182366;-72,79703447;
NORTE DE SANTANDER;DURANIA;7,746993206;-72,67208072;
NORTE DE SANTANDER;EL CARMEN;8,867990035;-73,34585922;
NORTE DE SANTANDER;EL TARRA;8,678263671;-73,0317597;
NORTE DE SANTANDER;EL ZULIA;8,081200092;-72,63152118;
NORTE DE SANTANDER;GRAMALOTE;7,906522991;-72,80705582;
NORTE DE SANTANDER;HACARÍ;8,361831987;-73,0782633;
NORTE DE SANTANDER;HERRÁN;7,493955781;-72,49269998;
NORTE DE SANTANDER;LABATECA;7,218372474;-72,48281514;
NORTE DE SANTANDER;LA ESPERANZA;7,695233593;-73,36139672;
NORTE DE SANTANDER;LA PLAYA;8,256757875;-73,18789327;
NORTE DE SANTANDER;LOS PATIOS;7,742291094;-72,52680784;
NORTE DE SANTANDER;LOURDES;7,963712759;-72,8467029;
NORTE DE SANTANDER;MUTISCUA;7,31694997;-72,76834584;
NORTE DE SANTANDER;OCAÑA;8,206637527;-73,33765033;
NORTE DE SANTANDER;PAMPLONA;7,379057623;-72,67590348;
NORTE DE SANTANDER;PAMPLONITA;7,48287886;-72,63515401;
NORTE DE SANTANDER;PUERTO SANTANDER;8,329138642;-72,41119066;
NORTE DE SANTANDER;RAGONVALIA;7,595355974;-72,50756622;
NORTE DE SANTANDER;SALAZAR;7,772747824;-72,86769959;
NORTE DE SANTANDER;SAN CALIXTO;8,414441404;-73,2176038;
NORTE DE SANTANDER;SAN CAYETANO;7,847872195;-72,60971203;
NORTE DE SANTANDER;SANTIAGO;7,889234454;-72,7182541;
NORTE DE SANTANDER;SARDINATA;8,215080767;-72,79580961;
NORTE DE SANTANDER;SILOS;7,180991879;-72,78617884;
NORTE DE SANTANDER;TEORAMA;8,760013794;-73,15714097;
NORTE DE SANTANDER;TIBÚ;8,713507237;-72,79925855;
NORTE DE SANTANDER;TOLEDO;7,225864961;-72,30593418;
NORTE DE SANTANDER;VILLA CARO;7,936293173;-72,98759418;
NORTE DE SANTANDER;VILLA DEL ROSARIO;7,718635863;-72,48361176;
QUINDÍO;ARMENIA;4,499501128;-75,72489985;
QUINDÍO;BUENAVISTA;4,366632382;-75,74403734;
QUINDÍO;CALARCÁ;4,467879428;-75,65674719;
QUINDÍO;CIRCASIA;4,604845344;-75,66688449;
QUINDÍO;CÓRDOBA;4,395975176;-75,65132308;
QUINDÍO;FILANDIA;4,669325347;-75,67146941;
QUINDÍO;GÉNOVA;4,180107773;-75,76056695;
QUINDÍO;LA TEBAIDA;4,426884849;-75,81927335;
QUINDÍO;MONTENEGRO;4,521890945;-75,81806594;
QUINDÍO;PIJAO;4,30397934;-75,68330417;
QUINDÍO;QUIMBAYA;4,610273497;-75,79205087;
QUINDÍO;SALENTO;4,611314654;-75,53092112;
RISARALDA;PEREIRA;4,803662773;-75,79579093;
RISARALDA;APÍA;5,139635357;-75,95353871;
RISARALDA;BALBOA;4,918349676;-75,94275386;
RISARALDA;BELÉN DE UMBRÍA;5,200398696;-75,86793893;
RISARALDA;DOSQUEBRADAS;4,842021144;-75,66993655;
RISARALDA;GUÁTICA;5,320295966;-75,80436659;
RISARALDA;LA CELIA;4,988127679;-76,00822678;
RISARALDA;LA VIRGINIA;4,904704187;-75,85208162;
RISARALDA;MARSELLA;4,942936185;-75,7532139;
RISARALDA;MISTRATÓ;5,414078141;-75,96135387;
RISARALDA;PUEBLO RICO;5,286295408;-76,07359421;
RISARALDA;QUINCHÍA;5,323906864;-75,71339683;
RISARALDA;SANTA ROSA DE CABAL;4,833789828;-75,54950174;
RISARALDA;SANTUARIO;5,076100313;-76,02286946;
SANTANDER;BUCARAMANGA;7,155833544;-73,11156997;
SANTANDER;AGUADA;6,182208476;-73,53038541;
SANTANDER;ALBANIA;5,788190519;-73,79236929;
SANTANDER;ARATOCA;6,716766585;-73,01162697;
SANTANDER;BARBOSA;5,955617327;-73,62345229;
SANTANDER;BARICHARA;6,647062543;-73,21518466;
SANTANDER;BARRANCABERMEJA;7,054074558;-73,78211646;
SANTANDER;BETULIA;7,033255886;-73,37872388;
SANTANDER;BOLÍVAR;6,181715586;-73,92065703;
SANTANDER;CABRERA;6,562543673;-73,25034892;
SANTANDER;CALIFORNIA;7,331565443;-72,95131825;
SANTANDER;CAPITANEJO;6,520200095;-72,67435203;
SANTANDER;CARCASÍ;6,659675274;-72,56968434;
SANTANDER;CEPITÁ;6,752465533;-72,92924629;
SANTANDER;CERRITO;6,903923173;-72,64536324;
SANTANDER;CHARALÁ;6,35099819;-73,06101382;
SANTANDER;CHARTA;7,282973001;-72,97829057;
SANTANDER;CHIMA;6,361627641;-73,40172144;
SANTANDER;CHIPATÁ;6,067944658;-73,63239132;
SANTANDER;CIMITARRA;6,40972961;-74,17030427;
SANTANDER;CONCEPCIÓN;6,76062337;-72,61815735;
SANTANDER;CONFINES;6,342314443;-73,25014013;
SANTANDER;CONTRATACIÓN;6,303116611;-73,50211527;
SANTANDER;COROMORO;6,234735779;-72,98176803;
SANTANDER;CURITÍ;6,608966483;-73,05897888;
SANTANDER;EL CARMEN DE CHUCURÍ;6,664260002;-73,56475288;
SANTANDER;EL GUACAMAYO;6,236115743;-73,4977605;
SANTANDER;EL PEÑÓN;6,123389691;-74,00040397;
SANTANDER;EL PLAYÓN;7,524284721;-73,18158192;
SANTANDER;ENCINO;6,079061224;-73,06206665;
SANTANDER;ENCISO;6,65824115;-72,68027939;
SANTANDER;FLORIÁN;5,801106291;-73,95524931;
SANTANDER;FLORIDABLANCA;7,079704598;-73,0679925;
SANTANDER;GALÁN;6,671810994;-73,32467124;
SANTANDER;GÁMBITA;5,924383558;-73,31939934;
SANTANDER;GIRÓN;6,976734127;-73,205267;
SANTANDER;GUACA;6,9434341;-72,82369873;
SANTANDER;GUADALUPE;6,233278248;-73,40977445;
SANTANDER;GUAPOTÁ;6,319299865;-73,33115275;
SANTANDER;GUAVATÁ;5,944894844;-73,72173671;
SANTANDER;GÜEPSA;6,04656148;-73,57847854;
SANTANDER;HATO;6,559878299;-73,36178841;
SANTANDER;JESÚS MARÍA;5,872705896;-73,78997419;
SANTANDER;JORDÁN;6,710814846;-73,1211236;
SANTANDER;LA BELLEZA;5,895724341;-74,04676575;
SANTANDER;LANDÁZURI;6,385234814;-73,78760899;
SANTANDER;LA PAZ;6,21737437;-73,62977195;
SANTANDER;LEBRIJA;7,204060063;-73,29138097;
SANTANDER;LOS SANTOS;6,812162934;-73,10785086;
SANTANDER;MACARAVITA;6,513745303;-72,58536492;
SANTANDER;MÁLAGA;6,720222349;-72,73841091;
SANTANDER;MATANZA;7,348778319;-73,05438997;
SANTANDER;MOGOTES;6,492532315;-72,95834772;
SANTANDER;MOLAGAVITA;6,643290559;-72,81916274;
SANTANDER;OCAMONTE;6,355368858;-73,12211833;
SANTANDER;OIBA;6,225596216;-73,27961515;
SANTANDER;ONZAGA;6,335194548;-72,81205838;
SANTANDER;PALMAR;6,525876964;-73,28247337;
SANTANDER;PALMAS DEL SOCORRO;6,391750107;-73,28273174;
SANTANDER;PÁRAMO;6,416631131;-73,17148232;
SANTANDER;PIEDECUESTA;6,97082104;-73,01481196;
SANTANDER;PINCHOTE;6,513892626;-73,17570986;
SANTANDER;PUENTE NACIONAL;5,831129906;-73,67841815;
SANTANDER;PUERTO PARRA;6,685278856;-73,95761256;
SANTANDER;PUERTO WILCHES;7,398198257;-73,8354696;
SANTANDER;RIONEGRO;7,474226085;-73,37246417;
SANTANDER;SABANA DE TORRES;7,4065422;-73,57131807;
SANTANDER;SAN ANDRÉS;6,796483063;-72,81613202;
SANTANDER;SAN BENITO;6,076525355;-73,55295302;
SANTANDER;SAN GIL;6,550778765;-73,11887911;
SANTANDER;SAN JOAQUÍN;6,459879823;-72,85471883;
SANTANDER;SAN JOSÉ DE MIRANDA;6,629400185;-72,73976423;
SANTANDER;SAN MIGUEL;6,568121541;-72,64322497;
SANTANDER;SAN VICENTE DE CHUCURÍ;6,894292346;-73,53900334;
SANTANDER;SANTA BÁRBARA;6,988084711;-72,89608933;
SANTANDER;SANTA HELENA DEL OPÓN;6,40890734;-73,58206609;
SANTANDER;SIMACOTA;6,494231551;-73,45910992;
SANTANDER;SOCORRO;6,462088241;-73,24436001;
SANTANDER;SUAITA;6,101499739;-73,36225795;
SANTANDER;SUCRE;5,983203734;-73,95936235;
SANTANDER;SURATÁ;7,475402063;-72,98779966;
SANTANDER;TONA;7,170891099;-72,93970443;
SANTANDER;VALLE DE SAN JOSÉ;6,434578919;-73,10997171;
SANTANDER;VÉLEZ;6,00741043;-73,69057256;
SANTANDER;VETAS;7,322219563;-72,88156901;
SANTANDER;VILLANUEVA;6,685867326;-73,16396916;
SANTANDER;ZAPATOCA;6,813725566;-73,30975044;
SUCRE;SINCELEJO;9,316673928;-75,43174967;
SUCRE;BUENAVISTA;9,314972282;-74,98014057;
SUCRE;CAIMITO;8,792311599;-75,13191063;
SUCRE;COLOSÓ;9,494043427;-75,34528693;
SUCRE;COROZAL;9,160624283;-75,23858178;
SUCRE;COVEÑAS;9,394449802;-75,6574915;
SUCRE;CHALÁN;9,569584598;-75,32420908;
SUCRE;EL ROBLE;9,036231591;-75,14575038;
SUCRE;GALERAS;9,135169096;-74,98134706;
SUCRE;GUARANDA;8,337828523;-74,68734926;
SUCRE;LA UNIÓN;8,811997799;-75,28322212;
SUCRE;LOS PALMITOS;9,422380117;-75,21302191;
SUCRE;MAJAGUAL;8,546148134;-74,71037883;
SUCRE;MORROA;9,392496685;-75,32718744;
SUCRE;OVEJAS;9,549655271;-75,18855916;
SUCRE;PALMITO;9,334940293;-75,56199027;
SUCRE;SAMPUÉS;9,165188649;-75,36027422;
SUCRE;SAN BENITO ABAD;8,835634919;-74,96469398;
SUCRE;SAN JUAN DE BETULIA;9,292019071;-75,21363579;
SUCRE;SAN MARCOS;8,589220102;-75,17249955;
SUCRE;SAN ONOFRE;9,814599536;-75,50522919;
SUCRE;SAN PEDRO;9,396835638;-75,03741815;
SUCRE;SAN LUIS DE SINCÉ;9,256299047;-75,09397089;
SUCRE;SUCRE;8,814333477;-74,74753131;
SUCRE;SANTIAGO DE TOLÚ;9,533810567;-75,53543469;
SUCRE;SAN JOSÉ DE TOLUVIEJO;9,490297716;-75,44451115;
TOLIMA;IBAGUÉ;4,451921427;-75,252591;
TOLIMA;ALPUJARRA;3,390015064;-74,94078233;
TOLIMA;ALVARADO;4,582625784;-74,98630686;
TOLIMA;AMBALEMA;4,803365246;-74,80998676;
TOLIMA;ANZOÁTEGUI;4,623390454;-75,20165423;
TOLIMA;ARMERO;5,006758956;-74,84750095;
TOLIMA;ATACO;3,37749064;-75,61373257;
TOLIMA;CAJAMARCA;4,406971283;-75,49745918;
TOLIMA;CARMEN DE APICALÁ;4,123416795;-74,74700246;
TOLIMA;CASABIANCA;5,007003948;-75,19457703;
TOLIMA;CHAPARRAL;3,743693084;-75,58986634;
TOLIMA;COELLO;4,315603867;-74,91470256;
TOLIMA;COYAIMA;3,775490271;-75,14720213;
TOLIMA;CUNDAY;3,98252395;-74,68936908;
TOLIMA;DOLORES;3,597863274;-74,80256674;
TOLIMA;ESPINAL;4,166476969;-74,89352941;
TOLIMA;FALAN;5,079256598;-74,95703372;
TOLIMA;FLANDES;4,242813257;-74,83708638;
TOLIMA;FRESNO;5,186694812;-75,05228995;
TOLIMA;GUAMO;4,076501341;-74,97657287;
TOLIMA;HERVEO;5,068553783;-75,24322959;
TOLIMA;HONDA;5,179416561;-74,78303094;
TOLIMA;ICONONZO;4,133276369;-74,53964257;
TOLIMA;LÉRIDA;4,866034592;-74,92337178;
TOLIMA;LÍBANO;4,877936755;-75,04763076;
TOLIMA;SAN SEBASTIÁN DE MARIQUITA;5,235322593;-74,90668089;
TOLIMA;MELGAR;4,193215498;-74,60517497;
TOLIMA;MURILLO;4,826734468;-75,21993987;
TOLIMA;NATAGAIMA;3,540518203;-75,12200999;
TOLIMA;ORTEGA;3,937793962;-75,27824314;
TOLIMA;PALOCABILDO;5,094035737;-75,0184505;
TOLIMA;PIEDRAS;4,433764446;-74,99879938;
TOLIMA;PLANADAS;3,09897343;-75,81684413;
TOLIMA;PRADO;3,729166649;-74,87247706;
TOLIMA;PURIFICACIÓN;3,854281614;-74,87451155;
TOLIMA;RIOBLANCO;3,468077548;-75,85481103;
TOLIMA;RONCESVALLES;4,097861181;-75,59428027;
TOLIMA;ROVIRA;4,216730954;-75,34758364;
TOLIMA;SALDAÑA;3,912542787;-75,01859762;
TOLIMA;SAN ANTONIO;3,926088268;-75,50991004;
TOLIMA;SAN LUIS;4,057271684;-75,16320806;
TOLIMA;SANTA ISABEL;4,740827622;-75,20069946;
TOLIMA;SUÁREZ;3,969210629;-74,84448738;
TOLIMA;VALLE DE SAN JUAN;4,182125647;-75,17148237;
TOLIMA;VENADILLO;4,70988172;-74,92089886;
TOLIMA;VILLAHERMOSA;4,965753461;-75,15592969;
TOLIMA;VILLARRICA;3,854384097;-74,61896623;
VALLE DEL CAUCA;CALI;3,399043723;-76,57649259;
VALLE DEL CAUCA;ALCALÁ;4,6788971;-75,78297932;
VALLE DEL CAUCA;ANDALUCÍA;4,153314228;-76,16063341;
VALLE DEL CAUCA;ANSERMANUEVO;4,795927292;-76,02963049;
VALLE DEL CAUCA;ARGELIA;4,704287864;-76,14164999;
VALLE DEL CAUCA;BOLÍVAR;4,393118861;-76,34982039;
VALLE DEL CAUCA;BUENAVENTURA;3,493340766;-77,11872832;
VALLE DEL CAUCA;GUADALAJARA DE BUGA;3,819854318;-75,98312419;
VALLE DEL CAUCA;BUGA;4,196852991;-76,0896103;
VALLE DEL CAUCA;CAICEDONIA;4,308997973;-75,83672567;
VALLE DEL CAUCA;CALIMA;3,923271619;-76,64260484;
VALLE DEL CAUCA;CANDELARIA;3,382091564;-76,38317663;
VALLE DEL CAUCA;CARTAGO;4,70684716;-75,91790846;
VALLE DEL CAUCA;DAGUA;3,649822218;-76,72039347;
VALLE DEL CAUCA;EL ÁGUILA;4,917562873;-76,06601001;
VALLE DEL CAUCA;EL CAIRO;4,756063701;-76,21502826;
VALLE DEL CAUCA;EL CERRITO;3,656072873;-76,30841784;
VALLE DEL CAUCA;EL DOVIO;4,539979729;-76,28762701;
VALLE DEL CAUCA;FLORIDA;3,304104295;-76,16477307;
VALLE DEL CAUCA;GINEBRA;3,74410441;-76,19082004;
VALLE DEL CAUCA;GUACARÍ;3,759414991;-76,34518277;
VALLE DEL CAUCA;JAMUNDÍ;3,213892389;-76,62760418;
VALLE DEL CAUCA;LA CUMBRE;3,694303106;-76,58989905;
VALLE DEL CAUCA;LA UNIÓN;4,537937391;-76,10328983;
VALLE DEL CAUCA;LA VICTORIA;4,483511142;-75,96677303;
VALLE DEL CAUCA;OBANDO;4,597588666;-75,9491997;
VALLE DEL CAUCA;PALMIRA;3,558392876;-76,22779972;
VALLE DEL CAUCA;PRADERA;3,42063665;-76,17841841;
VALLE DEL CAUCA;RESTREPO;3,806494973;-76,53489853;
VALLE DEL CAUCA;RIOFRÍO;4,109500298;-76,37105443;
VALLE DEL CAUCA;ROLDANILLO;4,443571848;-76,16824249;
VALLE DEL CAUCA;SAN PEDRO;3,98143244;-76,20836168;
VALLE DEL CAUCA;SEVILLA;4,193411919;-75,88818163;
VALLE DEL CAUCA;TORO;4,638421279;-76,08106176;
VALLE DEL CAUCA;TRUJILLO;4,233268116;-76,34292699;
VALLE DEL CAUCA;TULUÁ;4,02840797;-76,03250379;
VALLE DEL CAUCA;ULLOA;4,707718947;-75,77835903;
VALLE DEL CAUCA;VERSALLES;4,644242641;-76,25924483;
VALLE DEL CAUCA;VIJES;3,74365889;-76,47064718;
VALLE DEL CAUCA;YOTOCO;3,904130354;-76,39080435;
VALLE DEL CAUCA;YUMBO;3,595913669;-76,5109879;
VALLE DEL CAUCA;ZARZAL;4,35359875;-76,05065336;
ARAUCA;ARAUCA;6,796280825;-70,50921153;
ARAUCA;ARAUQUITA;6,799338394;-71,29827429;
ARAUCA;CRAVO NORTE;6,39654349;-70,07381197;
ARAUCA;FORTUL;6,750907234;-71,79124241;
ARAUCA;PUERTO RONDÓN;6,411761829;-70,96678964;
ARAUCA;SARAVENA;6,906941714;-71,85070757;
ARAUCA;TAME;6,390650479;-71,79178647;
CASANARE;YOPAL;5,242744761;-72,25802857;
CASANARE;AGUAZUL;5,126121886;-72,54821017;
CASANARE;CHÁMEZA;5,228453404;-72,86496804;
CASANARE;HATO COROZAL;6,03948032;-71,52445752;
CASANARE;LA SALINA;6,178282373;-72,34693377;
CASANARE;MANÍ;4,675769488;-72,21280273;
CASANARE;MONTERREY;4,841308642;-72,8473434;
CASANARE;NUNCHÍA;5,529181235;-72,09251937;
CASANARE;OROCUÉ;4,915139133;-71,59873966;
CASANARE;PAZ DE ARIPORO;5,779915281;-70,86947037;
CASANARE;PORE;5,663194953;-71,92580806;
CASANARE;RECETOR;5,263068507;-72,77081831;
CASANARE;SABANALARGA;4,81119011;-72,99580655;
CASANARE;SÁCAMA;6,049906435;-72,21076163;
CASANARE;SAN LUIS DE PALENQUE;5,274955665;-71,81749276;
CASANARE;TÁMARA;5,878927424;-72,20067822;
CASANARE;TAURAMENA;4,697463691;-72,62922436;
CASANARE;TRINIDAD;5,354527091;-71,25479519;
CASANARE;VILLANUEVA;4,528307719;-72,82314281;
PUTUMAYO;MOCOA;1,26070915;-76,66584349;
PUTUMAYO;COLÓN;1,204815876;-76,97376805;
PUTUMAYO;ORITO;0,673756323;-76,94313923;
PUTUMAYO;PUERTO ASÍS;0,433884539;-76,52158203;
PUTUMAYO;PUERTO CAICEDO;0,70416861;-76,49864415;
PUTUMAYO;PUERTO GUZMÁN;0,746432215;-75,88022979;
PUTUMAYO;PUERTO LEGUÍZAMO;0,05947197;-75,06479327;
PUTUMAYO;SIBUNDOY;1,228746922;-76,91307585;
PUTUMAYO;SAN FRANCISCO;1,136071096;-76,84726661;
PUTUMAYO;SAN MIGUEL;0,272449048;-76,84510459;
PUTUMAYO;SANTIAGO;1,036021482;-76,97751684;
PUTUMAYO;VALLE DEL GUAMUEZ;0,42012589;-76,77067026;
PUTUMAYO;VILLAGARZÓN;0,911149515;-76,74495447;
SAN ANDRÉS Y PROVIDENCIA;SAN ANDRÉS;12,54311512;-81,71762382;**
SAN ANDRÉS Y PROVIDENCIA;PROVIDENCIA;13,3511096;-81,37388549;
AMAZONAS;LETICIA;-3,530058784;-70,04513691;
AMAZONAS;EL ENCANTO;-1,997234795;-72,72361566;
AMAZONAS;LA CHORRERA;-1,509799605;-72,44442966;
AMAZONAS;LA PEDRERA;-1,550256503;-69,94602815;
AMAZONAS;LA VICTORIA;-0,125016381;-71,10487805;
AMAZONAS;MIRITÍ - PARANÁ;-0,687037553;-71,1855046;
AMAZONAS;PUERTO ALEGRÍA;-0,952145073;-73,75722748;
AMAZONAS;PUERTO ARICA;-1,91085406;-71,1484049;
AMAZONAS;PUERTO NARIÑO;-3,631323222;-70,47199039;
AMAZONAS;PUERTO SANTANDER;-1,101032624;-71,93893358;
AMAZONAS;TARAPACÁ;-2,451794264;-70,00651535;
GUAINÍA;INÍRIDA;3,516363079;-68,00834728;
GUAINÍA;BARRANCOMINAS;3,140558454;-69,69713423;
GUAINÍA;SAN FELIPE;2,312179782;-67,52060569;
GUAINÍA;PUERTO COLOMBIA;2,582829542;-68,25799033;
GUAINÍA;LA GUADALUPE;1,404540273;-67,001518;
GUAINÍA;CACAHUAL;3,38616245;-67,58507998;
GUAINÍA;PANA PANA;1,981055294;-69,11440036;
GUAINÍA;MORICHAL;2,421444806;-69,84001585;
GUAVIARE;SAN JOSÉ DEL GUAVIARE;2,484286091;-71,91916993;
GUAVIARE;CALAMAR;1,613634284;-73,0342639;
GUAVIARE;EL RETORNO;2,143447362;-72,24364869;
GUAVIARE;MIRAFLORES;1,363974932;-72,01810951;
VAUPÉS;MITÚ;1,06148231;-70,46688401;
VAUPÉS;CARURÚ;1,052762314;-71,33093035;
VAUPÉS;PACOA;-0,00834364;-70,5433061;
VAUPÉS;TARAIRA;-0,719822209;-69,90776202;
VAUPÉS;PAPUNAHUA;1,569312273;-70,91166315;
VAUPÉS;YAVARATÉ;0,833312241;-69,61867754;
VICHADA;PUERTO CARREÑO;5,836529669;-68,14122234;
VICHADA;LA PRIMAVERA;5,517593607;-69,62044054;
VICHADA;SANTA ROSALÍA;4,968581012;-70,65997097;
VICHADA;CUMARIBO;4,262454746;-69,52140484;
